"JobPK","ClientFK","SiteFK","JobTitle","JobDescription","FeatureScore","FeaturedAdvert","LiveDate","CreateDate","ExpiryDate","HideContactDetails","JobLogo","JobRef","SalaryMin","SalaryMax","SalaryFrame","SalaryDesc","Email","CompanyName","nJobSectorVal","sJobSectorDesc","nJobRoleVal","sJobRoleDesc","nJobTypeVal","sJobTypeDesc","nTownCityVal","sTownCityDesc","sLocationVal","sLocationDesc","NoApplications","NoSearches","NoViews"
"1447350","14746","136","Data Cable Engineer","<p style=MARGIN: 0cm 0cm 0pt><span style=LINE-HEIGHT: 115%; FONT-FAMILY: 'Arial','sans-serif'; COLOR: black; FONT-SIZE: 13pt>Data Cable Engineer</span></p> <p style=MARGIN: 0cm 0cm 0pt><span style=LINE-HEIGHT: 115%; FONT-FAMILY: 'Arial','sans-serif'; COLOR: black; FONT-SIZE: 12pt>&nbsp;</span></p> <p style=MARGIN: 0cm 0cm 0pt><span style=LINE-HEIGHT: 115%; FONT-FAMILY: 'Arial','sans-serif'; COLOR: black; FONT-SIZE: 12pt>Our client is an established national Contractor with a highly reputable client base. They are looking for time-served Data Cable Engineers with proven cable install and containment experience on their large site in Reading on a full time Temporary basis. </span></p> <p style=MARGIN: 0cm 0cm 0pt><span style=LINE-HEIGHT: 115%; FONT-FAMILY: 'Arial','sans-serif'; COLOR: black; FONT-SIZE: 12pt>&nbsp;</span></p> <p style=MARGIN: 0cm 0cm 0pt><span style=LINE-HEIGHT: 115%; FONT-FAMILY: 'Arial','sans-serif'; COLOR: black; FONT-SIZE: 12pt>ROLE </span></p> <p style=MARGIN: 0cm 0cm 0pt><span style=LINE-HEIGHT: 115%; FONT-FAMILY: 'Arial','sans-serif'; COLOR: black; FONT-SIZE: 12pt>Install, terminate and test CAT6A and CAT7 Data Cabling.</span></p> <p style=MARGIN: 0cm 0cm 0pt><span style=LINE-HEIGHT: 115%; FONT-FAMILY: 'Arial','sans-serif'; COLOR: black; FONT-SIZE: 12pt>Cable basket, bracket and tray containment works.</span></p> <p style=MARGIN: 0cm 0cm 0pt><span style=LINE-HEIGHT: 115%; FONT-FAMILY: 'Arial','sans-serif'; COLOR: black; FONT-SIZE: 12pt>Follow approved cable design drawings.</span></p> <p style=MARGIN: 0cm 0cm 0pt><span style=LINE-HEIGHT: 115%; FONT-FAMILY: 'Arial','sans-serif'; COLOR: black; FONT-SIZE: 12pt>All works to meet BSI standards.</span></p> <p style=MARGIN: 0cm 0cm 0pt><span style=LINE-HEIGHT: 115%; FONT-FAMILY: 'Arial','sans-serif'; COLOR: black; FONT-SIZE: 12pt>&nbsp;</span></p> <p style=MARGIN: 0cm 0cm 0pt><span style=LINE-HEIGHT: 115%; FONT-FAMILY: 'Arial','sans-serif'; COLOR: black; FONT-SIZE: 12pt>CANDIDATE </span></p> <p style=MARGIN: 0cm 0cm 0pt><span style=LINE-HEIGHT: 115%; FONT-FAMILY: 'Arial','sans-serif'; COLOR: black; FONT-SIZE: 12pt>Valid CSCS card ESSENTIAL; CSCS Blue (telecoms) card is highly desirable.</span></p> <p style=MARGIN: 0cm 0cm 0pt><span style=LINE-HEIGHT: 115%; FONT-FAMILY: 'Arial','sans-serif'; COLOR: black; FONT-SIZE: 12pt>Proven installation and containment experience in telecoms cabling.</span></p> <p style=MARGIN: 0cm 0cm 0pt><span style=LINE-HEIGHT: 115%; FONT-FAMILY: 'Arial','sans-serif'; COLOR: black; FONT-SIZE: 12pt>First Aid ticket is advantageous but not essential.</span></p> <p style=MARGIN: 0cm 0cm 0pt><span style=LINE-HEIGHT: 115%; FONT-FAMILY: 'Arial','sans-serif'; COLOR: black; FONT-SIZE: 12pt>Full UK Driving Licence</span></p> <p style=MARGIN: 0cm 0cm 0pt><span style=LINE-HEIGHT: 115%; FONT-FAMILY: 'Arial','sans-serif'; COLOR: black; FONT-SIZE: 12pt>&nbsp;</span></p> <p style=MARGIN: 0cm 0cm 0pt><span style=LINE-HEIGHT: 115%; FONT-FAMILY: 'Arial','sans-serif'; COLOR: black; FONT-SIZE: 12pt>SALARY </span></p> <p style=MARGIN: 0cm 0cm 0pt><span style=LINE-HEIGHT: 115%; FONT-FAMILY: 'Arial','sans-serif'; COLOR: black; FONT-SIZE: 12pt>£12.00 per hour</span></p>","0","False","11/12/2013 11:08:36","11/12/2013 11:08:36","08/01/2014 11:08:36","False","","Mark Bird","1200","1200","1","","mark.bird@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30051","Building and Construction - Temporary","","","29815","Temporary","30195","Berkshire","Reading","Reading","3","1382","105"
"1447199","14746","136","Data & Electrical Supervisor","<p align=center><strong><u>Data &amp; Electrical Supervisor</u></strong></p> <p>Large Facilities Management company are looking to recruit a Data &amp; Electrical Supervisor to cover various sites in London on a full-time, permanent basis.</p> <p>Reporting to the Contract Manager you will be accountable for the effective delivery of a professional service to the client and supporting the day to day operation and supervision within all London sites covering the installation of electrical, data and containment systems</p> <p>Duties include:<br />Supervision of multi-skilled teams<br />Brief tasks to subordinates and monitor progress against planned timescales<br />Surveying, quoting and invoicing of work<br />Quality assess electrical and data installations<br />Carry out inspection, testing and certification on electrical systems when deemed necessary.<br />Install new equipment and to relocate existing equipment throughout the site and transportation of equipment<br />Isolate equipment so that it is safe to work on<br />Survey and design electrical and data small works at all London sites<br />Ensure that all work is carried out as planned and breakdown maintenance, fault finding and installation of engineering equipment and systems is carried out in accordance with procedure</p> <p>Ideal candidate must be an approved electrician qualified to test and inspect with experience of fibre optic and copper data installations</p> <p>Experience of briefing engineers and managing installations is essential for this role</p> <p>Knowledge of key operational procedures and experience is necessary </p> <p>Current IPAF and PASMA is very advantageous</p> <p>Salary is negotiable, dependant on experience</p> <p>25 days holiday + Bank holidays<br />Company pension<br />Private Healthcare after 6 months</p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. </p>","0","False","10/12/2013 12:12:32","10/12/2013 12:12:32","07/01/2014 12:12:32","False","","CSS15893","0","0","5","Negotiable","recruitment@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30050","Building and Construction - Permanent","","","29814","Permanent","30217","London","Covering various sites in London","Covering various sites in London","3","1621","102"
"1443808","14746","136","Estimator - Construction/ Civils","<p>Estimator - Construction/Civils</p> <p>Are you looking for your 2nd career move in construction or civil engineering ?<br />This leading infrastructure construction organisation have an opportunity for a junior or intermediate estimator to join their successful team.</p> <p>You should have a minimum of 2 years in an estimating environment; excellent IT and communication skills, a good base understanding and/or formal qualification in civil engineering and be prepared to learn and support the team. The role involves:</p> <p>&nbsp;Tender documents administration<br />&nbsp;Estimation reports<br />&nbsp;Risk price and analysis<br />&nbsp;Materials, Labour &amp; plant appraisal</p> <p>Location : North London, salary £23 to 30k</p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. </p>","0","False","10/12/2013 10:08:05","12/11/2013 09:47:34","07/01/2014","False","","CSS15693","2300000","3000000","5","Negotiable, dependant on experience","richard.tillbrook@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30050","Building and Construction - Permanent","","","29814","Permanent","30217","London","North London","North London","2","3155","147"
"1440980","14746","136","Materials Buyer","<p>Materials Buyer</p> <p>Large established construction organisation are looking for a Materials Buyer to take responsibility for the efficient procurement of a full range of building materials required for construction projects within the London and South east regions. </p> <p>The role will involve travel across the region visiting construction sites to ascertain requirements and suppliers to develop product knowledge and relationships with key personnel.</p> <p>You should have exceptional negotiation and communication skills and be IT literate. You will work with the estimating department and project teams to assist on tender processes and the commercial &amp; technical evaluation and recommendation of material supplier's quotations. </p> <p>This company is recognised as one of the countrys top companies to work for and offer a range of development opportunities as well as excellent all round packages.</p> <p>Salary: £30-35k per annum, Negotiable, dependant on experience + car allowance</p> <p>Location: West Hertfordshire; Covering London &amp; South East regions. </p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. <br /></p>","0","False","10/12/2013 10:07:33","18/10/2013 10:36:49","07/01/2014","False","","CSS15813","3000000","3500000","5","Negotiable, + car allowance","richard.tillbrook@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30050","Building and Construction - Permanent","","","29814","Permanent","30210","Hertfordshire","West Hertfordshire","West Hertfordshire","0","4558","235"
"1440794","14746","136","Pre-Construction Bid Manager","<p>Pre-construction Bid Manager</p> <p>Pre-Construction Bid Manager required by design &amp; build main contractor to construct and manage pre-qualification and pre-construction/tender applications and documentation. </p> <p>You will be responsible for managing the successful delivery of tender bids and will assist the director in setting the Bid Winning Strategy. <br />You will have or quickly develop strong competitor and market knowledge to maximise the innovative, competitive and profitable nature of proposals.</p> <p>The role involves the establishment and development of a&nbsp; new regional team and providing relevant promotional and marketing services in order to allow winning of new contracts and repeat contracts from current customers. <br />We are looking for someone who has perhaps worked as a contracts manager, is used to the realities of site work and can assist with value engineering improvements.</p> <p>Duties include:<br />Liaising with clients and stakeholders, representing the company and chairing&nbsp; relevant meetings.<br />Develop bid programmes and assist with project execution plans to ensure they are maintained to accurately reflect target dates.<br />Verify values and carry out reconciliations from the tender returns from the supply chain. <br />Monitor, review and report progress and help develop cost effective solutions to any problems.</p> <p>Salary: £50k + car<br />Location: Derby</p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. <br /></p>","0","False","10/12/2013 10:07:20","17/10/2013 09:50:34","07/01/2014","False","","CSS15817","5000000","5000000","5","car","richard.tillbrook@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30050","Building and Construction - Permanent","","","29814","Permanent","30203","Derbyshire","Derby","Derby","1","4529","240"
"1440791","14746","136","Construction Design Manager","<p>Construction Design Manager</p> <p>Working with a currently small design team in the rapidly expanding Design &amp; Build main contractor you will have a good all round technical knowledge and experience allowing you to work effectively across an expanding range of industry sectors. </p> <p>We are looking for someone who has hands on experience at site manager roles and design experience with emphasis on structure and envelope. <br />Designing on projects typically from 5 to 20M you will be adept at managing design risk, have proven knowledge of contractual and building regulation obligations and exceptional coordination skills.</p> <p>Based near Leatherhead, Surrey, the company currently works across retail, education , health and some block residential and is expanding and consolidating its markets. <br />The role will mean covering work in and around the m25 and pushing out along the m40 and m4 corridors.</p> <p>Salary: £50k + car<br />Location: Leatherhead, Surrey</p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. <br /></p>","0","False","10/12/2013 10:07:09","17/10/2013 09:35:01","07/01/2014","False","","CSS15816","5000000","5000000","5","+ car","richard.tillbrook@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30050","Building and Construction - Permanent","","","29814","Permanent","30232","Surrey","Leatherhead, Surrey","Leatherhead, Surrey","0","4482","193"
"1440776","14746","136","Business Development Manager","<p>Business Development Manager</p> <p>Design &amp; Build main contractor looking for an experienced construction Business development manager to assist with their continued growth and diversification into other market sectors.</p> <p>The company currently has strengths in education, retail, volume accommodation and health and are looking for someone whose commercial contacts and ability to network mean they can develop these and look to other market sectors. <br />The role is working across London and the south east.</p> <p>Responsible for sourcing and securing new projects <br />Selling to new customers and developing new business together with accounts managing and developing portfolio <br />Attending meetings, prospecting for leads in the identified areas <br />Networking to obtain leads <br />Negotiating and selling the companies services </p> <p>Salary: £60k + car<br />Location: Surrey , Covering London &amp; South East</p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. <br /></p>","0","False","10/12/2013 10:06:41","17/10/2013 09:17:55","07/01/2014","False","","CSS15814","6000000","6000000","5","+ car","richard.tillbrook@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30050","Building and Construction - Permanent","","","29814","Permanent","30232","Surrey","Covering London and South East ","Covering London and South East ","1","4460","207"
"1440728","14746","136","M&E Manager","<p>M&amp;E Manager</p> <p>Rapidly expanding Design &amp; Build construction main contractor are looking for an experienced M &amp; E Manager to cover 2 to 3 of their sites across the south of England.</p> <p>Based out of their offices near Leatherhead, Surrey you will work with the project managers taking responsibility for the M&amp;E aspects and helping manage the overall contractual and financial responsibility for allocated projects from contract award to end of defects liability period, thereby ensuring obligations are met and project profitability is maximised.<br />Working in an expanding range of markets which currently include healthcare, education and&nbsp; retail you will manage and co-ordinate the success of the M&amp;E aspects of the sites ensuring the projects run to programme and subcontractors are effectively managed. <br />Successful applicants are likely to have the following qualifications and experience:<br />Overall knowledge and understanding of a wide variety of M&amp;E systems and their installation methods.<br />Time served apprentice or relevant M&amp;E qualifications.<br />Good people management and motivational skills.<br />The ability to work under pressure to meet set deadlines.<br />The ability to plan ahead, co-ordinate and prioritise workloads</p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. <br /></p>","0","False","10/12/2013 10:04:43","16/10/2013 16:51:00","07/01/2014","False","","CSS15815","5000000","5500000","5","+ car","richard.tillbrook@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30050","Building and Construction - Permanent","","","29814","Permanent","30232","Surrey","Leatherhead, Surrey","Leatherhead, Surrey","1","4349","208"
"1443932","14746","136","Customer Service Administrator","<p>Customer Service Administrator</p> <p>Reputable site services company are looking to recruit an experienced Administrator with demonstrable credit control experience, to join their Surveying team in Great Dunmow.</p> <p>Producing reports using ACT and excel and dealing with account queries, will be the main duties of this role/</p> <p>You will be liaising with customers, building existing relationships and providing a high level of customer service</p> <p>Credit control and account handling experience is essential for this position.</p> <p>Strong negotiation skills and a strong telephone manner would be necessary in this role.</p> <p>37.5 hours per week</p> <p>£13,000 to 14,500 per annum, negotiable, dependant on experience</p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. </p>","0","False","10/12/2013 09:45:52","13/11/2013 09:00:23","07/01/2014","False","","CSS15855","1300000","1450000","5","Negotiable, dependant on experience","recruitment@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30054","Commercial - Permanent","","","29814","Permanent","30206","Essex","Great Dunmow","Great Dunmow","1","3030","156"
"1447136","14746","136","AC Engineer","<p>AC Engineer</p> <p>Large Facilities Management company are looking to recruit an AC Engineer to join their busy team in the Staines area.</p> <p>Duties include:<br />Carry out the service and maintenance of the diverse types of air-conditioning and refrigeration equipment <br />Liaise with Service Centre Administrators to ensure all services are carried out on time in accordance with site service planner<br />Execute reactive and installation works on air-conditioning and refrigeration equipment as and when required<br />Maintain Site Fgas Log<br />Conduct site surveys and inspections on air-conditioning and refrigeration equipment<br />Technical Certificate or Diploma in Refrigeration / Air-Conditioning is essential for this role<br />Applicants must demonstrate at least 2 years experience in the Refrigeration and Air-Conditioning industry as a Service Engineer/Technician<br />Ideal candidate should have a sound knowledge of pipefitting and brazing techniques <br />Sound knowledge of electrical/electronic fault diagnosis, BMS and Package Chillers is essential<br />Must hold a full driving licence</p> <p>Company Van, Call out and overtime also available</p> <p>£30k per annum, negotiable dependant on experience</p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. </p>","0","False","09/12/2013 16:45:20","09/12/2013 16:45:20","06/01/2014 16:45:20","False","","CSS15892","3000000","3000000","5","Negotiable + van + Call out + Overtime","recruitment@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30050","Building and Construction - Permanent","","","29814","Permanent","30217","London","Staines, Middlesex","Staines, Middlesex","0","1307","64"
"1447132","14746","136","Buyer - Eastleigh/ Cheadle","<p>Buyer - Eastleigh/Cheadle</p> <p>Large Facilities Management company is looking to recruit an experienced Buyer to join their office in either Eastleigh or Cheadle.</p> <p>Your role will be to provide a sustainable, cost effective Procurement service to the operational business units, supporting the Procurement Manager in achieving business objectives.</p> <p>You will work with internal customers and clients to obtain services from suppliers consistent with considerations of quality, service, sustainability and company policy and procedures, under the guidance of the Procurement Manager and assist the Procurement Manager in the progression of projects, supporting the strategic objectives of the Procurement Department</p> <p>Duties include:<br />Proactively negotiate, manage and build appropriate relationships with key approved suppliers. Identify, select and develop new suppliers to meet future business needs.<br />Manage internal customer relationships.<br />Implement and project manage proactive cost reduction and supplier improvement programmes within the team. <br />Provide a flexible responsive customer service for Client specific requests/needs. <br />To support the operational teams with the implementation of new contracts, to ensure the provision of a first class service to the Client<br />Integration of BS8903 Sustainable Procurement Requirements</p> <p>Must have experience of implementing sustainable Procurement objectives<br />Ideal candidate will have the ability to follow Procurement Processes and possess strong negotiation skills<br />CIPS membership (completed/working towards) is necessary<br />Clean driving licence and own transport is essential for this position</p> <p>Salary is negotiable, dependant on experience<br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; <br />25 days holiday<br />Company Pension<br />Private Healthcare</p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. <br /></p>","0","False","09/12/2013 16:31:00","09/12/2013 16:31:00","06/01/2014 16:31:00","False","","CSS15894","0","0","5","Negotiable","recruitment@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30050","Building and Construction - Permanent","","","29814","Permanent","30208","Hampshire","Eastleigh / Cheadle","Eastleigh / Cheadle","1","1137","85"
"1447086","14746","136","Intermediate QS (Retail)","<p style=MARGIN: 0cm 0cm 0pt><strong style=mso-bidi-font-weight: normal><u><font face=Calibri>Intermediate QS (Retail)</font></u></strong></p> <p style=MARGIN: 0cm 0cm 0pt><font face=Calibri>Our client is a reputable Construction Contractor specialising in a variety of projects for both the private and public sectors.&nbsp; With the award of several new tenders in their retail portfolio, they are looking for a Quantity Surveyor with proven project management experience to join their team in Kent.</font></p> <p style=MARGIN: 0cm 0cm 0pt><font face=Calibri>This is offered on a full time, long term Temporary basis with the opportunity to join the company on a permanent basis</font></p> <p style=MARGIN: 0cm 0cm 0pt><font face=Calibri>&nbsp;</font></p> <p style=MARGIN: 0cm 0cm 0pt><font face=Calibri>ROLE</font></p> <p style=MARGIN: 0cm 0cm 0pt><font face=Calibri>Budget management above £500K</font></p> <p style=MARGIN: 0cm 0cm 0pt><font face=Calibri>Responsible for subcontractor procurement and labour/materials.</font></p> <p style=MARGIN: 0cm 0cm 0pt><font face=Calibri>Working on multiple projects, completing variation reports&nbsp; for all design alterations</font></p> <p style=MARGIN: 0cm 0cm 0pt><font face=Calibri>Attend site meetings with clients and Senior Management.</font></p> <p style=MARGIN: 0cm 0cm 0pt><font face=Calibri>&nbsp;</font></p> <p style=MARGIN: 0cm 0cm 0pt><font face=Calibri>CANDIDATE</font></p> <p style=MARGIN: 0cm 0cm 0pt><font face=Calibri>BSc Quantity Surveying or equivalent qualifications</font></p> <p style=MARGIN: 0cm 0cm 0pt><font face=Calibri>MRICS is desirable but not essential.</font></p> <p style=MARGIN: 0cm 0cm 0pt><font face=Calibri>Excellent communication and organisational skills.</font></p> <p style=MARGIN: 0cm 0cm 0pt><font face=Calibri>Full UK Driving Licence</font></p> <p style=MARGIN: 0cm 0cm 0pt><font face=Calibri>&nbsp;</font></p> <p style=MARGIN: 0cm 0cm 0pt><font face=Calibri>SALARY</font></p> <p style=MARGIN: 0cm 0cm 0pt><font face=Calibri>£15 - £25 per hour, negotiable with experience</font></p>","0","False","09/12/2013 11:50:39","09/12/2013 11:50:39","06/01/2014 11:50:39","False","","Mark Bird","1500","2500","1","Negotiable with experience","mark.bird@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30051","Building and Construction - Temporary","","","29815","Temporary","30213","Kent","Sidcup","Sidcup","0","1236","54"
"1443727","14746","136","Sub Agent","<p>Sub Agent</p> <p>Successful Civil engineering &amp; infrastructure organization are looking for a sub agent to support the site agent on a range of new civil engineering opportunities.</p> <p>Attending various sites and offices you will ensure H&amp;S, program plans and all associated documentation is set up correctly and running to programme plan. <br />This will involve overseeing sub contract staff to ensure compliance with company policy., team briefings, toolbox talks, assisting in the preparation of H&amp;S assessments and regular quality &amp; compliance reporting and paperwork.</p> <p>Location: Covering East Anglia &amp; Hertfordshire<br />Salary: £20-25k per annum; Negotiable, dependant on experience</p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. </p>","0","False","09/12/2013 11:22:54","11/11/2013 15:11:32","06/01/2014","False","","CSS15851","2000000","2500000","5","Negotiable, dependant on experience","richard.tillbrook@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30050","Building and Construction - Permanent","","","29814","Permanent","30210","Hertfordshire","East Anglia & Hertfordshire","East Anglia & Hertfordshire","0","2947","143"
"1443750","14746","136","Possession Planner","<p>Possession Planner</p> <p>Large Established, successful rail infrastructure organisation require a possession planner&nbsp; to plan, request and manage possessions and plan safe systems for work that will take place on Network Rail Controlled Infrastructure, on or near the line / line side.&nbsp; You should be an experienced Possessions planner with understanding and working knowledge of RT/LS/S/019.<br />The role requires you to have&nbsp; PPS planning access, a SSOWP planning qualification and be trained and certificated as competent in PTS and COSS. </p> <p>Exceptional salary available for the right person.</p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. <br /></p>","0","False","09/12/2013 11:16:53","11/11/2013 16:41:07","06/01/2014","False","","CSS15843","0","0","5","Exceptional salary available for the right person.","richard.tillbrook@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30050","Building and Construction - Permanent","","","29814","Permanent","30217","London","North West London","North West London","0","3055","150"
"1439801","14746","136","Multi-Skilled Engineer (Mechanical)","<p><strong>Multi-Skilled Engineer (Mechanical)</strong>&nbsp;</p> <p>Fantastic permanent opportunity in Samlesbury for a large FM company&nbsp;</p> <p>You would be responsible for carrying out planned preventative maintenance and repair on mechanical equipment such as gas boilers, pumps, pipework, plumbing, calorifiers, air conditioning units and process equipment</p> <p>Other duties include being appointed as Authorised Person, operate plant and equipment, participate in the emergency call out system and maintain an up to date record of work carried out on the plant and equipment</p> <p>Completion of a recognised mechanical apprenticeship/OND level is essential&nbsp;</p> <p>Qualified to maintain commercial gas boilers (ACOPS - Competency) with knowledge of gas cutting, brazing and welding&nbsp;</p> <p>Must have experience in maintaining potable water and heating distribution systems, and air handling equipment, along with competent skills for maintenance of sanitary systems, fixtures and fittings</p> <p>Knowledge of 'Permit to Work' systems and being First Aid trained is ideal</p> <p>£25-30k per annum – dependant on experience&nbsp;</p> <p>06:00 to 13:30 or 14:30 to 22:00 </p> <p>Monday to Friday</p> <p>Company pension scheme</p> <p>AXA PPP after 6 months</p> <p>20 days holiday, rising to 25 after 3 years</p> <p>On call allowance </p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. </p> <p></p> <p>&nbsp;</p>","0","False","09/12/2013 10:57:39","09/10/2013 16:03:10","06/01/2014","False","","CSS15804","2500000","3000000","5","Negotiable ,dependant on experience","recruitment@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30050, 30054","Building and Construction - Permanent, Commercial - Permanent","","","29814","Permanent","30214","Lancashire","Samlesbury","Samlesbury","0","4646","268"
"1446996","14746","136","Night shift Process Engineer","<p>Night shift Process Engineer</p> <p>Our client a well known established company based in Essex is currently looking to recruit a Nightshift Process Engineer on a full time permanent basis.</p> <p>Role <br />Supporting rolling production plan<br />Indentify and implement training requirements<br />New/existing product development<br />Existing product maintenance including ( updating history files, daily disk handling requirements, maintaining technical information's)<br />Problem solving production issues involving (set up confirmation, cycle break down sheet) </p> <p>Candidate <br />City &amp; Guilds&nbsp; / NVQ&nbsp; or equivalent qualifications&nbsp; / experience required <br />General understanding of engineering<br />Proven track record in problem solving, continuous improvement and TPM<br />Computer literate<br />Robot automation programming knowledge ideal but not essential<br />Casting processing&nbsp; / production processes / injection moulding</p> <p>Remuneration <br />Negotiable, dependant on experience<br />Hours to be confirmed</p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. <br /></p>","0","False","06/12/2013 16:14:48","06/12/2013 16:14:48","03/01/2014 16:14:48","False","","CSS15891","0","0","5","Negotiable","recruitment@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30052, 30054","Industrial, Commercial - Permanent","","","29814","Permanent","30206","Essex","Witham","Witham","1","1859","89"
"1446987","14746","136","Purchase Ledger Assistant","<p>Purchase Ledger Assistant</p> <p>Our client a well-established company are looking to recruit a Full-time Purchase Ledger Assistant to join their friendly team in Braintree on a Permanent basis. </p> <p>Your duties will include<br />Manage and upkeep of accurate records<br />Assisting in the process of other finance related functions<br />Ensuring all tasks/paperwork are carried out in accordance with the company's procedures </p> <p>Skills required<br />Experience within an office environment, ideally within accounts <br />Good IT skills including MS Word, Excel. Sage would be an advantage, but not essential. <br />Purchase Ledger experience is desirable, however, full training can be given<br />Good attention to detail and accuracy is essential </p> <p>Additional Information<br />£14k per annum starting salary<br />8am to 5pm, flexibility is required</p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. </p>","0","False","06/12/2013 15:07:44","06/12/2013 15:07:44","03/01/2014 15:07:44","False","","CSS15890","1400000","1400000","5","Starting salary","recruitment@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30054","Commercial - Permanent","","","29814","Permanent","30206","Essex","Braintree","Braintree","3","1778","99"
"1446884","14746","136","Purchasing Assistant","<p>Purchasing Assistant</p> <p>Are you an enthusiastic individual with experience in either purchasing or electronics?</p> <p>Sub-contract, electronics company are looking to recruit a Purchasing Assistant to join their busy procurement team near Colchester on a full-time, permanent basis.</p> <p>You will be purchasing electronic components with an annual value of £2 Million.</p> <p>Duties will include:<br />Negotiate the best price available for electronic components<br />Ensure parts are available when required<br />Use the companies computer system to evaluate requirements and load purchase orders<br />Minimise stock holding<br />Beat the estimate prices at all times<br />Manage high levels of computer processing on a daily basis<br />Chase progress of orders</p> <p>Previous experience in an electronic or electronic purchasing role is essential.</p> <p>Software used is Sage Line 50, Batch Controller, Excel and Word</p> <p>Candidates must have own transport due to location.</p> <p>£15-20k per annum, negotiable, dependant on experience</p> <p>Monday to Thursday: 7.30am to 4.30pm<br />Friday: 7.30 to 1.30pm</p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. </p>","0","False","05/12/2013 14:28:34","05/12/2013 14:28:34","02/01/2014 14:28:34","False","","CSS15873","1500000","2000000","5","NE","recruitment@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30054","Commercial - Permanent","","","29814","Permanent","30206","Essex","Near Colchester","Near Colchester","0","1956","79"
